Object,Property,Value,False
Object597,Property1,473856,"[527593, 905674, 542888, 855156, 557942, 805038, 523501, 637164, 893397, 783411, 904541, 788941, 816943, 921620, 594635, 685631, 593875, 695660, 937988, 913626]"
Object597,Property2,193037,"[632481, 862274, 561336, 848377, 768471, 710343, 530371, 605581, 924772, 945403, 700378, 525720, 800225, 714330, 565471, 928879, 588890, 859896, 777884, 867586]"
Object597,Property3,354603,"[602297, 960502, 511968, 938450, 915738, 762593, 685136, 605166, 924538, 636425, 939870, 567523, 501595, 834289, 685330, 526868, 893269, 547330, 649249, 583438]"
Object597,Property4,229397,"[765249, 760278, 648883, 543497, 928108, 663479, 809421, 798172, 768768, 616719, 672219, 512509, 738980, 747734, 707460, 811101, 672517, 559735, 969031, 951792]"
Object597,Property5,315700,"[519066, 606872, 671653, 700673, 549897, 979893, 678750, 617054, 964290, 990088, 696795, 646891, 598752, 961486, 865401, 578378, 795334, 788522, 758101, 721380]"
Object597,Property6,284312,"[831807, 535706, 714598, 864341, 725066, 996467, 954971, 964615, 508483, 595540, 814760, 872045, 628193, 867738, 832134, 508218, 840872, 568363, 547303, 822081]"
Object598,Property1,274586,"[889225, 777272, 985952, 846922, 629142, 851013, 812070, 925210, 818217, 665771, 742545, 921405, 904702, 966843, 568286, 783129, 552930, 566218, 822603, 605651]"
Object598,Property2,146264,"[532619, 859013, 858554, 919940, 589361, 834533, 626888, 806929, 635095, 839834, 976818, 518780, 547760, 514048, 650493, 955956, 545199, 851733, 820225, 506963]"
Object598,Property3,433276,"[875004, 501421, 725617, 585316, 626734, 688535, 972627, 909680, 534828, 539151, 782753, 688358, 509811, 833707, 527077, 624305, 796488, 836901, 721994, 723092]"
Object598,Property4,354869,"[597236, 799314, 997504, 782951, 520003, 969531, 942228, 574245, 830187, 585713, 700786, 556222, 940552, 727580, 734854, 624304, 840510, 979276, 768394, 741043]"
Object598,Property5,398901,"[698652, 946229, 903605, 774133, 715296, 844043, 806416, 519505, 659268, 799694, 954435, 986896, 959187, 780263, 775885, 943915, 607133, 654404, 842191, 651494]"
Object598,Property6,361413,"[518467, 601297, 943199, 742716, 592105, 726657, 817841, 851274, 641598, 941564, 917541, 537330, 906890, 931656, 626270, 530532, 745849, 582996, 774760, 712581]"
Object599,Property1,471080,"[926387, 956824, 650715, 525427, 876433, 547271, 663550, 949520, 549142, 663977, 546033, 837679, 842197, 500770, 705606, 659440, 623010, 909870, 807587, 579334]"
Object599,Property2,306898,"[682529, 576060, 807432, 615977, 817204, 737375, 625531, 570145, 908651, 696842, 988285, 590463, 522304, 914558, 607271, 966813, 591782, 669704, 990187, 525117]"
Object599,Property3,120498,"[529327, 573605, 916532, 827232, 790150, 991230, 878145, 744442, 991504, 742798, 835227, 835316, 814794, 823993, 568531, 588322, 702347, 953390, 626826, 876904]"
Object599,Property4,290359,"[828783, 998342, 914350, 831498, 605843, 784908, 964051, 623765, 933422, 753303, 797097, 791062, 916102, 628876, 514659, 966832, 736824, 993860, 693047, 606364]"
Object599,Property5,145921,"[891661, 610344, 920901, 764364, 622877, 602479, 871691, 620025, 780479, 831623, 756871, 938628, 808392, 657371, 918516, 836589, 896854, 893027, 834936, 876082]"
Object599,Property6,424183,"[662435, 769029, 652350, 936330, 554966, 843086, 588660, 803664, 696864, 764171, 773080, 511898, 726582, 797829, 845583, 882501, 850978, 972413, 773120, 557236]"
Object600,Property1,494053,"[743330, 833397, 881345, 752268, 713535, 540612, 789969, 974666, 932855, 814755, 646631, 841428, 867749, 550960, 944735, 794594, 835010, 929722, 930491, 610115]"
Object600,Property2,137457,"[926441, 813896, 920535, 506271, 968161, 993077, 873419, 531854, 759369, 732172, 560590, 753605, 693791, 524230, 828980, 772595, 797281, 700603, 511875, 852978]"
Object600,Property3,282128,"[987480, 886250, 628086, 893118, 690741, 980865, 926823, 793207, 971183, 772505, 880900, 898092, 938850, 709342, 955120, 982219, 823188, 833500, 675189, 859123]"
Object600,Property4,138067,"[564481, 730075, 914292, 711408, 842270, 829590, 875072, 974458, 690800, 984584, 809107, 967747, 543427, 584348, 989299, 776485, 593647, 953835, 611535, 573165]"
Object600,Property5,405116,"[980024, 601767, 792941, 592660, 663067, 545455, 517247, 802944, 689103, 896823, 503648, 508079, 529953, 781588, 612138, 932685, 890220, 782077, 583128, 560573]"
Object600,Property6,300064,"[865040, 736794, 543359, 736783, 705309, 641210, 757034, 726176, 537713, 688772, 949492, 800684, 722473, 787448, 752234, 635009, 609879, 942876, 861697, 738544]"
Object601,Property1,270048,"[533452, 839092, 698004, 954542, 588197, 671157, 906676, 819243, 696955, 526926, 543978, 871884, 869152, 999416, 795813, 677788, 670725, 879701, 949498, 861143]"
Object601,Property2,214828,"[646742, 539955, 807649, 725053, 884165, 545270, 905810, 778269, 603123, 698667, 841627, 643402, 831030, 616055, 668553, 844912, 643733, 595345, 750737, 591123]"
Object601,Property3,150287,"[692849, 545269, 935056, 675494, 951451, 530118, 707417, 744234, 587015, 506591, 552059, 769495, 950616, 886264, 551538, 818671, 929688, 929922, 712881, 838699]"
Object601,Property4,175702,"[794298, 767378, 923768, 847540, 774734, 768369, 676709, 917228, 627269, 956857, 522652, 950528, 763082, 899341, 889411, 667338, 619101, 674334, 890079, 529134]"
Object601,Property5,282236,"[694263, 711732, 721203, 863172, 517228, 807470, 965366, 524215, 693034, 638920, 568549, 521347, 957023, 579863, 779853, 569417, 589718, 955529, 994723, 925117]"
Object601,Property6,247390,"[848917, 691205, 862090, 973324, 816449, 712555, 929306, 574736, 664391, 811148, 813849, 963460, 634152, 777489, 782239, 580963, 666295, 847582, 972409, 912682]"
Object602,Property1,254731,"[678711, 674230, 603620, 890186, 758985, 799885, 819865, 723221, 931270, 920364, 797477, 541441, 908588, 587163, 599823, 761451, 918211, 727483, 582041, 565232]"
Object602,Property2,484792,"[810298, 633165, 792472, 547632, 567204, 719138, 957509, 671882, 614036, 799546, 919243, 576837, 525901, 759362, 545285, 970555, 866872, 726885, 691325, 828539]"
Object602,Property3,240844,"[938851, 649640, 931135, 582277, 615883, 931208, 892969, 905748, 601315, 831467, 613787, 762439, 704319, 690206, 931870, 837955, 950403, 868683, 653840, 803411]"
Object602,Property4,382530,"[921441, 716754, 970657, 530880, 856033, 763050, 793245, 967291, 936222, 863107, 559997, 533343, 644264, 789673, 854215, 644970, 513732, 660539, 959830, 663011]"
Object602,Property5,210535,"[554694, 669106, 851847, 571957, 903901, 693950, 542639, 800524, 527149, 814560, 682267, 968902, 721126, 920150, 702684, 519198, 848147, 837974, 952403, 965082]"
Object602,Property6,246897,"[808640, 871776, 960253, 675934, 866546, 525088, 881236, 962848, 751819, 521791, 748468, 646687, 818081, 550968, 580365, 581852, 892917, 752915, 761472, 922693]"
Object603,Property1,415171,"[701886, 721606, 943214, 917357, 539274, 562381, 740373, 871384, 517922, 629538, 700385, 945141, 528751, 762311, 774114, 903191, 661002, 987544, 691666, 910044]"
Object603,Property2,263127,"[893821, 801359, 733102, 832834, 760442, 939521, 978923, 823925, 767439, 628913, 629842, 776882, 930367, 919801, 565649, 633582, 592187, 696503, 965777, 920073]"
Object603,Property3,384057,"[638244, 610468, 641557, 777607, 642832, 621366, 987553, 821470, 906891, 767301, 912261, 999085, 966537, 952669, 747717, 608605, 618629, 795433, 864899, 968526]"
Object603,Property4,430256,"[551401, 927526, 853626, 774219, 902148, 576889, 618012, 574486, 562133, 589176, 688197, 879301, 655819, 794535, 831731, 685888, 623776, 951331, 976392, 995251]"
Object603,Property5,383260,"[996253, 605628, 895443, 564508, 710094, 654072, 963458, 547519, 920669, 855078, 715795, 971659, 873682, 865799, 804774, 655429, 979489, 971070, 785110, 808622]"
Object603,Property6,482732,"[850677, 902285, 721651, 734441, 743678, 659971, 991064, 895724, 820029, 597842, 742219, 991000, 543939, 870557, 849302, 866321, 525775, 826031, 748067, 853632]"
Object604,Property1,196884,"[654604, 869022, 950980, 876223, 777359, 800025, 797472, 982522, 832114, 752501, 773472, 910188, 910567, 973751, 811885, 701848, 545485, 803612, 736519, 944454]"
Object604,Property2,378419,"[791478, 944595, 591903, 617497, 919037, 827988, 624895, 917898, 829794, 911745, 969168, 713666, 679878, 507470, 773978, 799701, 938419, 711195, 576751, 698481]"
Object604,Property3,472513,"[749752, 847679, 698590, 543991, 767921, 753914, 940458, 590295, 508926, 909588, 730499, 743081, 658844, 744955, 783852, 863193, 500633, 833929, 695394, 790828]"
Object604,Property4,448817,"[780201, 977002, 841397, 715250, 812277, 776203, 572037, 758342, 725450, 507464, 885412, 789638, 570473, 741385, 609214, 624293, 990815, 836411, 868025, 730679]"
Object604,Property5,475973,"[844245, 767618, 663962, 650179, 854772, 829971, 689446, 886788, 876616, 731087, 718208, 976266, 885289, 619633, 642217, 536126, 970173, 749321, 569745, 961255]"
Object604,Property6,278948,"[768800, 704312, 664982, 727669, 998523, 855541, 958655, 708510, 716615, 979556, 841890, 519763, 961713, 912359, 519247, 597137, 853522, 672881, 521353, 864272]"
Object605,Property1,327766,"[799428, 961943, 615180, 515493, 920369, 647041, 729616, 609327, 915444, 894138, 566191, 685276, 516400, 810093, 501287, 864128, 848928, 706606, 953756, 555707]"
Object605,Property2,207965,"[830267, 868540, 614025, 955357, 870741, 586317, 601353, 558714, 684721, 528676, 920521, 548527, 718354, 960056, 944038, 756510, 806690, 615361, 695679, 885890]"
Object605,Property3,483475,"[695756, 848949, 629950, 719237, 679684, 556892, 659752, 755909, 549091, 850929, 617462, 721005, 639717, 776656, 518690, 853615, 908011, 986787, 702164, 993233]"
Object605,Property4,356939,"[976000, 653166, 730560, 644259, 634870, 543944, 830846, 915297, 761127, 928921, 651635, 837552, 860243, 650498, 999967, 856374, 872348, 548743, 624273, 899555]"
Object605,Property5,254732,"[665716, 993648, 892766, 964534, 814566, 696594, 667551, 834735, 557222, 800096, 690182, 818552, 563060, 988901, 713148, 619271, 534128, 783161, 920984, 809349]"
Object605,Property6,331287,"[591461, 945537, 566754, 933410, 713926, 921821, 626986, 736545, 607195, 764872, 723310, 850776, 774204, 720760, 814425, 521053, 795968, 957655, 974945, 878728]"
Object606,Property1,212138,"[508881, 850624, 844042, 977646, 663490, 915804, 895905, 700171, 526730, 639934, 714935, 819929, 876616, 539185, 827879, 758564, 616824, 785386, 705075, 812894]"
Object606,Property2,286431,"[629949, 553572, 947852, 669213, 803562, 681099, 703350, 755595, 841974, 921691, 551103, 894801, 928874, 751461, 631669, 510267, 651755, 636808, 881654, 567780]"
Object606,Property3,391008,"[640098, 569900, 680775, 957916, 998276, 662627, 798144, 707299, 563745, 911475, 831807, 918380, 591874, 894794, 663366, 602286, 567705, 593305, 798171, 739233]"
Object606,Property4,482457,"[876265, 877340, 793019, 663786, 791762, 786688, 989208, 737142, 701161, 800765, 646925, 765902, 796442, 939237, 961133, 915278, 915781, 827053, 700793, 787541]"
Object606,Property5,252443,"[587787, 675630, 970754, 937588, 973935, 979758, 723884, 658504, 821123, 728386, 559450, 703542, 520362, 828315, 936262, 857057, 589934, 871778, 667315, 810735]"
Object606,Property6,185313,"[724756, 574051, 527086, 556014, 690400, 787742, 856141, 991724, 545125, 686028, 834333, 617621, 853271, 825888, 707412, 664360, 510491, 962745, 819405, 582800]"
Object607,Property1,306821,"[781823, 824011, 957502, 629551, 516653, 601199, 521114, 811099, 905663, 859332, 879279, 610094, 573637, 571298, 840919, 992751, 921325, 845589, 546784, 708691]"
Object607,Property2,379684,"[744790, 979073, 505213, 600717, 539111, 714625, 899219, 889699, 538240, 938461, 966835, 560307, 645319, 659178, 648450, 956061, 901937, 889793, 541748, 547743]"
Object607,Property3,320346,"[787262, 899183, 825084, 644016, 809604, 927057, 608575, 994100, 670023, 693506, 808528, 792918, 966892, 944275, 541777, 965568, 570573, 982375, 611462, 665626]"
Object607,Property4,172206,"[619972, 974497, 842104, 777719, 938607, 721951, 933913, 610106, 810659, 698768, 686838, 761093, 523964, 782011, 701332, 598118, 819861, 645820, 517735, 688734]"
Object607,Property5,325733,"[605169, 676928, 757240, 971854, 943289, 971539, 857198, 957070, 839313, 873976, 832688, 996969, 957571, 972330, 962286, 698281, 540517, 928354, 727714, 648124]"
Object607,Property6,485799,"[916440, 804254, 529508, 786476, 737013, 597868, 841616, 927021, 677436, 566208, 841189, 616464, 513452, 524785, 706841, 891027, 963788, 633815, 986955, 875811]"
Object608,Property1,284555,"[847107, 998374, 583680, 938822, 910568, 904198, 801065, 721463, 772209, 723201, 511886, 753543, 537982, 533175, 532818, 909556, 740362, 572940, 611753, 944349]"
Object608,Property2,244944,"[676039, 858554, 535877, 999103, 920777, 688374, 638592, 846998, 542962, 813328, 713752, 687487, 947378, 800937, 917548, 761939, 848334, 627427, 962497, 949008]"
Object608,Property3,305104,"[993351, 963702, 589629, 689990, 681506, 990894, 628955, 536487, 972158, 679979, 611824, 778466, 537883, 733027, 830539, 798240, 574518, 610148, 773313, 901790]"
Object608,Property4,130411,"[953151, 811884, 637544, 941306, 903628, 575998, 799662, 741133, 546495, 836890, 783928, 728241, 787718, 717331, 760304, 750834, 795373, 817119, 600417, 740501]"
Object608,Property5,272980,"[916998, 632680, 810828, 996911, 585812, 903426, 839535, 958537, 962962, 960868, 629253, 808569, 625692, 922565, 817229, 662565, 709700, 746522, 678047, 754941]"
Object608,Property6,475603,"[764419, 674737, 792247, 507226, 789281, 723612, 922854, 858387, 748818, 661406, 755176, 662734, 557102, 607291, 959760, 693095, 940403, 995436, 704860, 538354]"
Object609,Property1,374924,"[855337, 535112, 762194, 914236, 807831, 912135, 808472, 755585, 879182, 698842, 727926, 578589, 560756, 719957, 853056, 754409, 906838, 691113, 920125, 939854]"
Object609,Property2,247633,"[932170, 739802, 570814, 920031, 954638, 979631, 896819, 751888, 503190, 861223, 641593, 708095, 719009, 690570, 907697, 761633, 880393, 894804, 987198, 930834]"
Object609,Property3,344204,"[897326, 745291, 619018, 556793, 574491, 887376, 972735, 559207, 552410, 812272, 932276, 932031, 800215, 890167, 795197, 885729, 571463, 641303, 994402, 544076]"
Object609,Property4,237030,"[866179, 738216, 611364, 687932, 500575, 682184, 860732, 917871, 651803, 882225, 888844, 686755, 915210, 689703, 696225, 754296, 596595, 736366, 901753, 971371]"
Object609,Property5,304225,"[989085, 713420, 859796, 908585, 983376, 502171, 897208, 665201, 708403, 523806, 702958, 748781, 620118, 903203, 594416, 692943, 815555, 998853, 611700, 903580]"
Object609,Property6,498105,"[500233, 933986, 965595, 750458, 900452, 809166, 550864, 634934, 625219, 995263, 664533, 672445, 545141, 587331, 821813, 923408, 582935, 807857, 986380, 906848]"
Object610,Property1,127372,"[821311, 842673, 577957, 885950, 940032, 529950, 729459, 618046, 566797, 610040, 923611, 798317, 502128, 617112, 918775, 970535, 911241, 899372, 505141, 698247]"
Object610,Property2,479730,"[857415, 925966, 529981, 650351, 896922, 924656, 805939, 715844, 594285, 993296, 892390, 890629, 856937, 942016, 575126, 603450, 922455, 589651, 603413, 662604]"
Object610,Property3,248163,"[844677, 885047, 568191, 782396, 553056, 956573, 632582, 852658, 841355, 775352, 814292, 529635, 553525, 880555, 648661, 669828, 679129, 566997, 743726, 656051]"
Object610,Property4,184339,"[532962, 615731, 964214, 881634, 844801, 783757, 722182, 720741, 957926, 783169, 595178, 956072, 555908, 955001, 919173, 552064, 729005, 919646, 671065, 969824]"
Object610,Property5,451979,"[574833, 837166, 555479, 902978, 799752, 989709, 820027, 558772, 509755, 817466, 563144, 585595, 602929, 620876, 995757, 828783, 748174, 814016, 904461, 682174]"
Object610,Property6,138161,"[929746, 731378, 648586, 634611, 851784, 700988, 699075, 506443, 702545, 675540, 779642, 617732, 851446, 671963, 673057, 802739, 658774, 934226, 719213, 906936]"
Object611,Property1,444601,"[813905, 898547, 979244, 678549, 550446, 583575, 583778, 525238, 899180, 626101, 606752, 871533, 987379, 673569, 636509, 722774, 876317, 538763, 919147, 931487]"
Object611,Property2,287647,"[552612, 798853, 978521, 959315, 986202, 779841, 668894, 741178, 858794, 519987, 912113, 787203, 755413, 576472, 518863, 993645, 759599, 580334, 734142, 666828]"
Object611,Property3,206591,"[885162, 645357, 954275, 621591, 671721, 674918, 592359, 914001, 739883, 954885, 713647, 590518, 588660, 732338, 530610, 509448, 501487, 964884, 562192, 591836]"
Object611,Property4,338353,"[962358, 749185, 979122, 644964, 527348, 570566, 883476, 984490, 892109, 881029, 834111, 526021, 874466, 842110, 665808, 725799, 871738, 514907, 582476, 543612]"
Object611,Property5,339470,"[790520, 883305, 713928, 973966, 892661, 982563, 898889, 559415, 962557, 794145, 692405, 812082, 833695, 969476, 976262, 767544, 831230, 863312, 617757, 700550]"
Object611,Property6,200840,"[990637, 624586, 729742, 737421, 585397, 625610, 752508, 979939, 924929, 863627, 645358, 714558, 985219, 948909, 994775, 600762, 649324, 837599, 868489, 984288]"
Object612,Property1,399582,"[772856, 897466, 716601, 838320, 757952, 545799, 894286, 597253, 766377, 697449, 819405, 541816, 675966, 769378, 855581, 611695, 771801, 563938, 850215, 559742]"
Object612,Property2,165019,"[873230, 635355, 719415, 841619, 751749, 943219, 869483, 754239, 977239, 514210, 788655, 634955, 697895, 899472, 811233, 725338, 505826, 827345, 898810, 735784]"
Object612,Property3,281985,"[549281, 633513, 866866, 504318, 914984, 781213, 523838, 965925, 831850, 655493, 606892, 789192, 613894, 962558, 924786, 952125, 968072, 502700, 889570, 962688]"
Object612,Property4,196103,"[715865, 661986, 587558, 793876, 612760, 696477, 675137, 587276, 606634, 726286, 959972, 906523, 720012, 871625, 716256, 787195, 735109, 588723, 817546, 876871]"
Object612,Property5,313734,"[860829, 845809, 606656, 946493, 527878, 664420, 657774, 843435, 824428, 758054, 661724, 776228, 565596, 983331, 898979, 632686, 676054, 956953, 636390, 821128]"
Object612,Property6,117449,"[837074, 877543, 709056, 628290, 825079, 518477, 706415, 816792, 895860, 552833, 819064, 963853, 811688, 724753, 774226, 632292, 533576, 672785, 534784, 620286]"
Object613,Property1,286946,"[948669, 857865, 648929, 625223, 545823, 620965, 704656, 539014, 539768, 813754, 695573, 732293, 940733, 531935, 989632, 608953, 693895, 790476, 959648, 531805]"
Object613,Property2,463235,"[575160, 507035, 545244, 546591, 994195, 983010, 767607, 988431, 792137, 992819, 685482, 723457, 697399, 854110, 666394, 747912, 873619, 643916, 889282, 870771]"
Object613,Property3,152263,"[585375, 510642, 691198, 965017, 755289, 736431, 695268, 521843, 869381, 534336, 891806, 766667, 939986, 665765, 989121, 510485, 838600, 855965, 622586, 593489]"
Object613,Property4,208828,"[679819, 532692, 852869, 674964, 993440, 638762, 723205, 545575, 834131, 661525, 547043, 748082, 725483, 669207, 988491, 657672, 742394, 645703, 743455, 591366]"
Object613,Property5,180983,"[731830, 943915, 853328, 907495, 947838, 788388, 523681, 885793, 867033, 844286, 916800, 905932, 998564, 819499, 886815, 660025, 601839, 956989, 719297, 570346]"
Object613,Property6,333487,"[820329, 745854, 933306, 788825, 919057, 679819, 573128, 878427, 801456, 728758, 754447, 564322, 942927, 993141, 826338, 539883, 779768, 682759, 958944, 788187]"
Object614,Property1,456997,"[999170, 612651, 667848, 613829, 656080, 590179, 636148, 972510, 843590, 625413, 950822, 855991, 697736, 618525, 864787, 735280, 973023, 845164, 800437, 582480]"
Object614,Property2,275755,"[532871, 830938, 611031, 836594, 841159, 995719, 925365, 921353, 930013, 966606, 712059, 932718, 996789, 748238, 983449, 717411, 850640, 955954, 797153, 947948]"
Object614,Property3,396725,"[671051, 600227, 952596, 966392, 705689, 665179, 683225, 822485, 632825, 842305, 578264, 822005, 863684, 899867, 927538, 909386, 531484, 514532, 610772, 587029]"
Object614,Property4,272686,"[999776, 554954, 691624, 893095, 508676, 656545, 624246, 528541, 938196, 886328, 961330, 979604, 532739, 708768, 618122, 846709, 919739, 851682, 593642, 707617]"
Object614,Property5,103451,"[718331, 608252, 746922, 627700, 558568, 692410, 644234, 650089, 685209, 840099, 829029, 610229, 672945, 941968, 692929, 725755, 907125, 675899, 762788, 813763]"
Object614,Property6,163745,"[828862, 928886, 727181, 870008, 742267, 817740, 862210, 967305, 627838, 588333, 965264, 527643, 549564, 653902, 877240, 640778, 966036, 524035, 756810, 682274]"
Object615,Property1,107277,"[971007, 842052, 658514, 632892, 692433, 915763, 618379, 858878, 531807, 972091, 988084, 683415, 665420, 667068, 745620, 704362, 567499, 641297, 837810, 957128]"
Object615,Property2,422587,"[537591, 608435, 526590, 552197, 936518, 691440, 821302, 850729, 678800, 619322, 636093, 700382, 721852, 871400, 900703, 643094, 909761, 856662, 885522, 827853]"
Object615,Property3,418579,"[503282, 676489, 507941, 999739, 954537, 940480, 648610, 892222, 712154, 651008, 569012, 715491, 962487, 592651, 545939, 867402, 865006, 861640, 879579, 980390]"
Object615,Property4,250179,"[642032, 790382, 941115, 866682, 655142, 870694, 500886, 834187, 642793, 604780, 581486, 904984, 544377, 958449, 534784, 521272, 791611, 731455, 575247, 678731]"
Object615,Property5,295100,"[977168, 907271, 874762, 966818, 920540, 977541, 715747, 630629, 956844, 509195, 688331, 784980, 915319, 558680, 896639, 782192, 996131, 636800, 505408, 631209]"
Object615,Property6,180578,"[771750, 841646, 650630, 902662, 771995, 937531, 692686, 885823, 502791, 671512, 818042, 912514, 657889, 838043, 969753, 933476, 690297, 831259, 784045, 581447]"
Object616,Property1,121250,"[789952, 997919, 607650, 937572, 840926, 632052, 627109, 900587, 514879, 506288, 712480, 649395, 904959, 590599, 584049, 753534, 958581, 558825, 516975, 597982]"
Object616,Property2,109229,"[888530, 869968, 631289, 974888, 748062, 821232, 715254, 779656, 800386, 662124, 755073, 540570, 913619, 508496, 576253, 599942, 825535, 695928, 770648, 598007]"
Object616,Property3,104451,"[844499, 791235, 533703, 539506, 962090, 840938, 683009, 517073, 548371, 669463, 663044, 964272, 584228, 655842, 645129, 751319, 710645, 904480, 770068, 637299]"
Object616,Property4,405596,"[775605, 582099, 989532, 955664, 756100, 944716, 892088, 922721, 722063, 937189, 840966, 510131, 912052, 635764, 577736, 738941, 751802, 664418, 782854, 804025]"
Object616,Property5,464792,"[688179, 988127, 654978, 986858, 863771, 629052, 970296, 912780, 555429, 888531, 918028, 725006, 629699, 939796, 986526, 526655, 731752, 812326, 947655, 694450]"
Object616,Property6,481449,"[850047, 728181, 907887, 754305, 627296, 759655, 779276, 740861, 727330, 527614, 861453, 557215, 716415, 504437, 972809, 516274, 645151, 552798, 542740, 616597]"
Object617,Property1,363993,"[900597, 768394, 695041, 990999, 713628, 592804, 716823, 820440, 773061, 919281, 929474, 674541, 937587, 810407, 999945, 807365, 686962, 708287, 914601, 527006]"
Object617,Property2,381519,"[905815, 573745, 539676, 732997, 856242, 778798, 890240, 815465, 942445, 560351, 784868, 555522, 808730, 930367, 545096, 979880, 904802, 793857, 946128, 640864]"
Object617,Property3,265187,"[581362, 664787, 694451, 727582, 516205, 667128, 696614, 896753, 690622, 913600, 742543, 915283, 854186, 693631, 766664, 914664, 840361, 585062, 655337, 733485]"
Object617,Property4,338632,"[687272, 658387, 930556, 620121, 813683, 548434, 520381, 507591, 584645, 587596, 931519, 519210, 714225, 593256, 871142, 834780, 719026, 683469, 682715, 884040]"
Object617,Property5,334249,"[910426, 699063, 883254, 523556, 563439, 948195, 656066, 814502, 833300, 957392, 524535, 596123, 631882, 645897, 667933, 771805, 609953, 595907, 624142, 744264]"
Object617,Property6,306988,"[702757, 793739, 938321, 668908, 939650, 759699, 557014, 858762, 730613, 609074, 778744, 714468, 976623, 755781, 745646, 907497, 990442, 594847, 602815, 638003]"
Object618,Property1,339488,"[545456, 907488, 729656, 810033, 789793, 917601, 934714, 832777, 801507, 675498, 575216, 505268, 907418, 645378, 514219, 610337, 926776, 992008, 867841, 876126]"
Object618,Property2,130664,"[624328, 759510, 810086, 662099, 627673, 906619, 539467, 808781, 777197, 814675, 928751, 950124, 893005, 984917, 840312, 579120, 733938, 788824, 932094, 851313]"
Object618,Property3,129751,"[529547, 666915, 911605, 771126, 845216, 534787, 713900, 643756, 726206, 709859, 721606, 611449, 994356, 602103, 900988, 739388, 664871, 740304, 569563, 539337]"
Object618,Property4,436677,"[764230, 945046, 668308, 546233, 757750, 805909, 750705, 526343, 947232, 522909, 811478, 879727, 524692, 781163, 714436, 788399, 908449, 562717, 586775, 541866]"
Object618,Property5,102165,"[505325, 582727, 997859, 734308, 889446, 915247, 573271, 890021, 751614, 836581, 766879, 862977, 780927, 561709, 847823, 911599, 874256, 558789, 966928, 638916]"
Object618,Property6,267234,"[586989, 916286, 951672, 971583, 946229, 762225, 619292, 831406, 608310, 650763, 850414, 829438, 957294, 602790, 500917, 827066, 694203, 940857, 805614, 902064]"
Object619,Property1,208042,"[732013, 629895, 792304, 639033, 866525, 570651, 865388, 890725, 844961, 715529, 797954, 776822, 696290, 598776, 935953, 760277, 745278, 808920, 958304, 828632]"
Object619,Property2,105785,"[765890, 889641, 786885, 741920, 984631, 769739, 627626, 864624, 975517, 703930, 772214, 631220, 857639, 500384, 900498, 866348, 881860, 598387, 895098, 966536]"
Object619,Property3,435447,"[599212, 941483, 666436, 782204, 971435, 510836, 857160, 753838, 854954, 980696, 897190, 611443, 996028, 566295, 861062, 854979, 597540, 937308, 920155, 821789]"
Object619,Property4,163008,"[741289, 643561, 764342, 665751, 906726, 983717, 781527, 700072, 761330, 600080, 855568, 941644, 616136, 762925, 887558, 931600, 705665, 980613, 819297, 887261]"
Object619,Property5,128674,"[826018, 997095, 644486, 605894, 521917, 574904, 711343, 672276, 883431, 726407, 566399, 598440, 709334, 693730, 754354, 584169, 559516, 827475, 684691, 619536]"
Object619,Property6,123970,"[745912, 911818, 754218, 880878, 625705, 620881, 743917, 834560, 848172, 968172, 642692, 980346, 702753, 991102, 724288, 583378, 507192, 546786, 517145, 921282]"
Object620,Property1,279155,"[586072, 788557, 999396, 642244, 633103, 774860, 595653, 679690, 738468, 513509, 990206, 912961, 826111, 903570, 536619, 911714, 806821, 597437, 802554, 805052]"
Object620,Property2,404281,"[614326, 578495, 855141, 735368, 916076, 651402, 668581, 653336, 854851, 920417, 844899, 835892, 891992, 526271, 725046, 905826, 740228, 590475, 833063, 621277]"
Object620,Property3,485513,"[977553, 855452, 886675, 912598, 989416, 689835, 702292, 559399, 551048, 503617, 838426, 779573, 560231, 702080, 766577, 577078, 624173, 895635, 538329, 772862]"
Object620,Property4,346634,"[999534, 591967, 571315, 698549, 533295, 994988, 981362, 647971, 659675, 585362, 576812, 736914, 687307, 942945, 564528, 882902, 741697, 721614, 770944, 993238]"
Object620,Property5,477764,"[954667, 567214, 684415, 782171, 962050, 849775, 557574, 550373, 619557, 719275, 852738, 840409, 585884, 904028, 773959, 960530, 647484, 997004, 584319, 669334]"
Object620,Property6,471315,"[866892, 708675, 963553, 789091, 800193, 966522, 564170, 658462, 653367, 590588, 735650, 921190, 840146, 765909, 981597, 599520, 556754, 777707, 549332, 669117]"
Object621,Property1,253277,"[733770, 828070, 974761, 733895, 919857, 670146, 658094, 678703, 870375, 814911, 748894, 977382, 610103, 984891, 974021, 597276, 637381, 976470, 952762, 601617]"
Object621,Property2,408882,"[776623, 651877, 853587, 619077, 618797, 819437, 790611, 550380, 978709, 726722, 550402, 941047, 729809, 652856, 994162, 664307, 727894, 850495, 881300, 998395]"
Object621,Property3,440094,"[975007, 820726, 840602, 856219, 507842, 664552, 518254, 674749, 807998, 981166, 582342, 658799, 891574, 744663, 811225, 559148, 753781, 925874, 765516, 962352]"
Object621,Property4,449920,"[955353, 707100, 650146, 663929, 519532, 504617, 755427, 625881, 904725, 796180, 997378, 664632, 728522, 838926, 727616, 783404, 858034, 853153, 757094, 850236]"
