,Object,Property,Value,Source
25432,wfm,Shares Outstanding,175710000.0,msn-money
25433,wfm,Market cap,11150000000.0,msn-money
25434,wfm,Yield,0.63,msn-money
25435,wfm,Dividend,0.4,msn-money
25436,wfm,EPS,1.73,msn-money
25437,wfm,Change %,1.51,nasdaq-com
25438,wfm,Last trading price,64.41,nasdaq-com
25439,wfm,Open price,63.69,nasdaq-com
25440,wfm,Change $,0.96,nasdaq-com
25441,wfm,Volume,1124067.0,nasdaq-com
25442,wfm,Today's high,64.41,nasdaq-com
25443,wfm,Today's low,63.38,nasdaq-com
25444,wfm,Previous close,63.45,nasdaq-com
25445,wfm,52wk High,66.87,nasdaq-com
25446,wfm,52wk Low,33.96,nasdaq-com
25447,wfm,Shares Outstanding,175713000.0,nasdaq-com
25448,wfm,Market cap,11317674330.0,nasdaq-com
25449,wfm,Yield,0.63,nasdaq-com
25450,wfm,Dividend,0.4,nasdaq-com
25451,wfm,EPS,1.73,nasdaq-com
25452,wfm,Change %,1.51,optimum
25453,wfm,Last trading price,64414000.0,optimum
25454,wfm,Open price,63.69,optimum
25455,wfm,Change $,0.96,optimum
25456,wfm,Volume,1105855.0,optimum
25457,wfm,Today's high,64.41,optimum
25458,wfm,Today's low,63.38,optimum
25459,wfm,Previous close,63.45,optimum
25460,wfm,52wk High,64.0,optimum
25461,wfm,52wk Low,53.92,optimum
25462,wfm,Shares Outstanding,175710000.0,optimum
25463,wfm,Market cap,11300000000.0,optimum
25464,wfm,Yield,0.62,optimum
25465,wfm,Dividend,0.4,optimum
25466,wfm,EPS,1.73,optimum
25467,wfm,Change %,1.513,paidcontent
25468,wfm,Last trading price,64.41,paidcontent
25469,wfm,Open price,63.69,paidcontent
25470,wfm,Change $,0.96,paidcontent
25471,wfm,Volume,1107067.0,paidcontent
25472,wfm,Today's high,64.41,paidcontent
25473,wfm,Today's low,63.38,paidcontent
25474,wfm,Previous close,63.45,paidcontent
25475,wfm,52wk High,66.87,paidcontent
25476,wfm,52wk Low,33.96,paidcontent
25477,wfm,Shares Outstanding,175712740.0,paidcontent
25478,wfm,Change %,1.51,pc-quote
25479,wfm,Last trading price,64.41,pc-quote
25480,wfm,Open price,63.69,pc-quote
25481,wfm,Change $,0.96,pc-quote
25482,wfm,Volume,1129076.0,pc-quote
25483,wfm,Today's high,64.41,pc-quote
25484,wfm,Today's low,63.38,pc-quote
25485,wfm,Previous close,63.45,pc-quote
25486,wfm,52wk High,66.87,pc-quote
25487,wfm,52wk Low,33.96,pc-quote
25488,wfm,Shares Outstanding,173094085.0,pc-quote
25489,wfm,Market cap,11148990000.0,pc-quote
25490,wfm,Dividend,0.1,pc-quote
25491,wfm,Change %,1.5,personal-wealth-biz
25492,wfm,Last trading price,64.4,personal-wealth-biz
25493,wfm,Open price,63.69,personal-wealth-biz
25494,wfm,Volume,1129076.0,personal-wealth-biz
25495,wfm,Today's high,64.41,personal-wealth-biz
25496,wfm,Today's low,63.38,personal-wealth-biz
25497,wfm,Previous close,63.45,personal-wealth-biz
25498,wfm,52wk High,66.87,personal-wealth-biz
25499,wfm,52wk Low,33.96,personal-wealth-biz
25500,wfm,Yield,0.47,personal-wealth-biz
25501,wfm,Dividend,0.3,personal-wealth-biz
25502,wfm,EPS,1.737,personal-wealth-biz
25503,wfm,Change %,1.51,predictwallstreet
25504,wfm,Last trading price,64.41,predictwallstreet
25505,wfm,Change $,0.96,predictwallstreet
25506,wfm,Volume,1124067.0,predictwallstreet
25507,wfm,Change %,1.51,raymond-james
25508,wfm,Last trading price,64.41,raymond-james
25509,wfm,Open price,63.69,raymond-james
25510,wfm,Change $,0.96,raymond-james
25511,wfm,Volume,1124067.0,raymond-james
25512,wfm,Today's high,64.41,raymond-james
25513,wfm,Today's low,63.38,raymond-james
25514,wfm,Previous close,64.41,raymond-james
25515,wfm,52wk High,66.87,raymond-james
25516,wfm,52wk Low,33.96,raymond-james
25517,wfm,EPS,1.74,raymond-james
25518,wfm,Change %,1.513,renewable-energy-world
25519,wfm,Last trading price,64.41,renewable-energy-world
25520,wfm,Open price,63.69,renewable-energy-world
25521,wfm,Change $,0.96,renewable-energy-world
25522,wfm,Volume,1107067.0,renewable-energy-world
25523,wfm,Today's high,64.41,renewable-energy-world
25524,wfm,Today's low,63.38,renewable-energy-world
25525,wfm,Previous close,63.45,renewable-energy-world
25526,wfm,52wk High,66.87,renewable-energy-world
25527,wfm,52wk Low,33.96,renewable-energy-world
25528,wfm,Shares Outstanding,175712740.0,renewable-energy-world
25529,wfm,Change %,1.51,screamingmedia
25530,wfm,Last trading price,1.0,screamingmedia
25531,wfm,Open price,63.69,screamingmedia
25532,wfm,Change $,0.96,screamingmedia
25533,wfm,Volume,10683.0,screamingmedia
25534,wfm,Today's high,64.41,screamingmedia
25535,wfm,Today's low,63.38,screamingmedia
25536,wfm,Previous close,63.45,screamingmedia
25537,wfm,52wk High,66.87,screamingmedia
25538,wfm,52wk Low,33.96,screamingmedia
25539,wfm,Market cap,11150000000.0,screamingmedia
25540,wfm,Yield,0.62,screamingmedia
25541,wfm,Dividend,0.1,screamingmedia
25542,wfm,EPS,1.7,screamingmedia
25543,wfm,Change %,1.0,scroli
25544,wfm,Last trading price,1000000.0,scroli
25545,wfm,Volume,0.0,scroli
25546,wfm,Change %,1.5,simple-stock-quotes
25547,wfm,Last trading price,64.4,simple-stock-quotes
25548,wfm,Change $,0.95,simple-stock-quotes
25549,wfm,Change %,1.51,smartmoney
25550,wfm,Last trading price,64.41,smartmoney
25551,wfm,Open price,63.69,smartmoney
25552,wfm,Change $,0.96,smartmoney
25553,wfm,Volume,1124267.0,smartmoney
25554,wfm,Today's high,64.41,smartmoney
25555,wfm,Today's low,63.38,smartmoney
25556,wfm,Previous close,63.45,smartmoney
25557,wfm,52wk High,66.87,smartmoney
25558,wfm,52wk Low,33.96,smartmoney
25559,wfm,Market cap,11150700.0,smartmoney
25560,wfm,Yield,0.63,smartmoney
25561,wfm,Dividend,0.1,smartmoney
25562,wfm,Change %,1.513,stocknod
25563,wfm,Last trading price,64.41,stocknod
25564,wfm,Open price,63.69,stocknod
25565,wfm,Change $,0.96,stocknod
25566,wfm,Volume,1107267.0,stocknod
25567,wfm,Today's high,64.41,stocknod
25568,wfm,Today's low,63.38,stocknod
25569,wfm,Previous close,63.45,stocknod
25570,wfm,52wk High,66.87,stocknod
25571,wfm,52wk Low,33.96,stocknod
25572,wfm,Shares Outstanding,175712740.0,stocknod
25573,wfm,Change %,1.51,stockpickr
25574,wfm,Last trading price,6441096151.0,stockpickr
25575,wfm,Open price,63.69,stockpickr
25576,wfm,Change $,0.96,stockpickr
25577,wfm,Volume,1120000.0,stockpickr
25578,wfm,Today's high,64.41,stockpickr
25579,wfm,Today's low,63.38,stockpickr
25580,wfm,Previous close,63.45,stockpickr
25581,wfm,52wk High,66.87,stockpickr
25582,wfm,52wk Low,33.96,stockpickr
25583,wfm,Change %,0.0,stocksmart
25584,wfm,Last trading price,59.59,stocksmart
25585,wfm,Open price,601358000000.0,stocksmart
25586,wfm,Change $,0.0,stocksmart
25587,wfm,Change %,1.43,stocktwits
25588,wfm,Last trading price,64.36,stocktwits
25589,wfm,Change $,0.91,stocktwits
25590,wfm,Change %,1.51,streetinsider-com
25591,wfm,Last trading price,64.41,streetinsider-com
25592,wfm,Open price,63.69,streetinsider-com
25593,wfm,Change $,0.96,streetinsider-com
25594,wfm,Volume,1106271.0,streetinsider-com
25595,wfm,Today's high,64.41,streetinsider-com
25596,wfm,Today's low,63.38,streetinsider-com
25597,wfm,Previous close,63.45,streetinsider-com
25598,wfm,52wk High,64.0,streetinsider-com
25599,wfm,52wk Low,53.92,streetinsider-com
25600,wfm,EPS,1.73,streetinsider-com
25601,wfm,Last trading price,64.4,thecramerreport
25602,wfm,Open price,63.69,thecramerreport
25603,wfm,Change $,0.95,thecramerreport
25604,wfm,Volume,1124067.0,thecramerreport
25605,wfm,Today's high,64.41,thecramerreport
25606,wfm,Today's low,63.38,thecramerreport
25607,wfm,Change %,1.51,thestree
25608,wfm,Last trading price,64.41,thestree
25609,wfm,Open price,63.69,thestree
25610,wfm,Change $,0.96,thestree
25611,wfm,Volume,1122855.0,thestree
25612,wfm,Today's high,64.41,thestree
25613,wfm,Today's low,63.38,thestree
25614,wfm,Previous close,63.45,thestree
25615,wfm,52wk High,66.87,thestree
25616,wfm,52wk Low,33.96,thestree
25617,wfm,Shares Outstanding,1.75712748,thestree
25618,wfm,Market cap,1.11489733531,thestree
25619,wfm,Change %,1.51,tickerspy
25620,wfm,Last trading price,64.41,tickerspy
25621,wfm,Open price,63.69,tickerspy
25622,wfm,Change $,0.96,tickerspy
25623,wfm,Volume,1122855.0,tickerspy
25624,wfm,Today's high,64.41,tickerspy
25625,wfm,Today's low,63.38,tickerspy
25626,wfm,Previous close,63.45,tickerspy
25627,wfm,52wk High,66.87,tickerspy
25628,wfm,52wk Low,33.96,tickerspy
25629,wfm,Market cap,11100000000.0,tickerspy
25630,wfm,Yield,0.63,tickerspy
25631,wfm,Dividend,0.1,tickerspy
25632,wfm,Change %,1.51,tmx-quotemedia
25633,wfm,Last trading price,64.41,tmx-quotemedia
25634,wfm,Open price,63.69,tmx-quotemedia
25635,wfm,Change $,0.96,tmx-quotemedia
25636,wfm,Volume,1125342.0,tmx-quotemedia
25637,wfm,Today's high,64.41,tmx-quotemedia
25638,wfm,Today's low,63.38,tmx-quotemedia
25639,wfm,Previous close,63.45,tmx-quotemedia
25640,wfm,52wk High,66.87,tmx-quotemedia
25641,wfm,52wk Low,33.96,tmx-quotemedia
25642,wfm,Shares Outstanding,175712740.0,tmx-quotemedia
25643,wfm,Market cap,11317657583.0,tmx-quotemedia
25644,wfm,Yield,0.63,tmx-quotemedia
25645,wfm,Dividend,0.1,tmx-quotemedia
25646,wfm,EPS,1.73,tmx-quotemedia
25647,wfm,Change %,1.51,updown
25648,wfm,Last trading price,64.41,updown
25649,wfm,Open price,63.69,updown
25650,wfm,Change $,0.96,updown
25651,wfm,Volume,1112961.0,updown
25652,wfm,Today's high,64.41,updown
25653,wfm,Today's low,63.38,updown
25654,wfm,Previous close,63.45,updown
25655,wfm,52wk High,66.87,updown
25656,wfm,52wk Low,33.96,updown
25657,wfm,Shares Outstanding,175710000000.0,updown
25658,wfm,Market cap,11150000000.0,updown
25659,wfm,EPS,1.75,updown
25660,wfm,Change %,1.51,wallstreetsurvivor
25661,wfm,Last trading price,64.41,wallstreetsurvivor
25662,wfm,Open price,63.69,wallstreetsurvivor
25663,wfm,Change $,0.96,wallstreetsurvivor
25664,wfm,Volume,1106271.0,wallstreetsurvivor
25665,wfm,Today's high,64.41,wallstreetsurvivor
25666,wfm,Today's low,63.38,wallstreetsurvivor
25667,wfm,52wk High,66.87,wallstreetsurvivor
25668,wfm,52wk Low,33.96,wallstreetsurvivor
25669,wfm,Market cap,11000000000.0,wallstreetsurvivor
25670,wfm,Yield,0.6,wallstreetsurvivor
25671,wfm,EPS,1.43,wallstreetsurvivor
25672,wfm,Change %,1.5,yahoo-finance
25673,wfm,Last trading price,64.4,yahoo-finance
25674,wfm,Open price,63.69,yahoo-finance
25675,wfm,Change $,0.95,yahoo-finance
25676,wfm,Volume,1124067.0,yahoo-finance
25677,wfm,Today's high,64.41,yahoo-finance
25678,wfm,Today's low,63.38,yahoo-finance
25679,wfm,Previous close,63.45,yahoo-finance
25680,wfm,52wk High,66.87,yahoo-finance
25681,wfm,52wk Low,33.96,yahoo-finance
25682,wfm,Market cap,11320000000.0,yahoo-finance
25683,wfm,Yield,0.6,yahoo-finance
25684,wfm,Dividend,0.4,yahoo-finance
25685,wfm,EPS,1.74,yahoo-finance
25686,wfm,Change %,1.43,ycharts-com
25687,wfm,Last trading price,64.36,ycharts-com
25688,wfm,Change $,0.91,ycharts-com
25689,wfm,52wk High,66.87,ycharts-com
25690,wfm,52wk Low,33.96,ycharts-com
25691,wfm,Market cap,11170000000.0,ycharts-com
25692,wfm,Yield,0.69,ycharts-com
25693,wfm,EPS,1.74,ycharts-com
25694,wfm,Change %,1.51,zacks
25695,wfm,Last trading price,64.41,zacks
25696,wfm,Change $,0.96,zacks
25697,wfm,Volume,0.1124067,zacks
25698,wfm,Today's high,64.41,zacks
25699,wfm,Today's low,63.38,zacks
25700,wfm,52wk High,66.87,zacks
25701,wfm,52wk Low,33.96,zacks
25702,wfm,Market cap,11150000000.0,zacks
25703,wfm,Yield,0.63,zacks
25704,wfm,Dividend,0.4,zacks
25705,wfm,EPS,1.73,zacks
25706,erts,Change %,2.5,advfn
25707,erts,Last trading price,24.19,advfn
25708,erts,Open price,23.57,advfn
25709,erts,Change $,0.59,advfn
25710,erts,Volume,4768735.0,advfn
25711,erts,Today's high,24.2,advfn
25712,erts,Today's low,23.4,advfn
25713,erts,Change %,2.5,barchart
25714,erts,Last trading price,24.19,barchart
25715,erts,Open price,23.57,barchart
25716,erts,Change $,0.59,barchart
25717,erts,Volume,4516337.0,barchart
25718,erts,Today's high,24.2,barchart
25719,erts,Today's low,23.4,barchart
25720,erts,Previous close,23.6,barchart
25721,erts,52wk High,24.79,barchart
25722,erts,52wk Low,14.3,barchart
25723,erts,Market cap,8090000000.0,barchart
25724,erts,EPS,0.84,barchart
25725,erts,Change %,2.5,barrons
25726,erts,Last trading price,24.19,barrons
25727,erts,Open price,23.57,barrons
25728,erts,Change $,0.59,barrons
25729,erts,Volume,4689000.0,barrons
25730,erts,Today's high,24.2,barrons
25731,erts,Today's low,23.57,barrons
25732,erts,Shares Outstanding,330000000.0,barrons
25733,erts,Market cap,7970000000.0,barrons
25734,erts,Change %,2.5,bloomberg
25735,erts,Last trading price,24.19,bloomberg
25736,erts,Open price,23.57,bloomberg
25737,erts,Change $,0.59,bloomberg
25738,erts,Volume,4768735.0,bloomberg
25739,erts,Today's high,24.2,bloomberg
25740,erts,Today's low,23.4,bloomberg
25741,erts,52wk High,24.79,bloomberg
25742,erts,52wk Low,14.06,bloomberg
25743,erts,Shares Outstanding,332448000.0,bloomberg
25744,erts,Market cap,8041913000.0,bloomberg
25745,erts,EPS,0.55,bloomberg
25746,erts,Change %,2.5,boston-com
25747,erts,Last trading price,24.19,boston-com
25748,erts,Open price,23.57,boston-com
25749,erts,Change $,0.59,boston-com
25750,erts,Volume,4765904.0,boston-com
25751,erts,Today's high,24.2,boston-com
25752,erts,Today's low,23.4,boston-com
25753,erts,Previous close,23.6,boston-com
25754,erts,52wk High,24.58,boston-com
25755,erts,52wk Low,14.06,boston-com
25756,erts,Shares Outstanding,333227368.0,boston-com
25757,erts,Change %,2.5,bostonmerchant
25758,erts,Last trading price,24.19,bostonmerchant
25759,erts,Open price,23.57,bostonmerchant
25760,erts,Change $,0.59,bostonmerchant
25761,erts,Volume,4765904.0,bostonmerchant
25762,erts,Today's high,24.2,bostonmerchant
25763,erts,Today's low,23.4,bostonmerchant
25764,erts,Previous close,23.6,bostonmerchant
25765,erts,52wk High,24.58,bostonmerchant
25766,erts,52wk Low,14.06,bostonmerchant
25767,erts,Shares Outstanding,333227368.0,bostonmerchant
25768,erts,Change %,2.5,business-insider
25769,erts,Last trading price,24.19,business-insider
25770,erts,Open price,23.57,business-insider
25771,erts,Change $,0.59,business-insider
25772,erts,Volume,4765904.0,business-insider
25773,erts,Today's high,24.2,business-insider
25774,erts,Today's low,23.4,business-insider
25775,erts,Previous close,23.6,business-insider
25776,erts,52wk High,24.58,business-insider
25777,erts,52wk Low,14.06,business-insider
25778,erts,Shares Outstanding,333227368.0,business-insider
25779,erts,Change %,2.5,chron
25780,erts,Last trading price,24.19,chron
25781,erts,Open price,23.57,chron
25782,erts,Change $,0.59,chron
25783,erts,Volume,4765904.0,chron
25784,erts,Today's high,24.2,chron
25785,erts,Today's low,23.4,chron
25786,erts,Previous close,23.6,chron
25787,erts,52wk High,24.58,chron
25788,erts,52wk Low,14.06,chron
25789,erts,Shares Outstanding,333227368.0,chron
25790,erts,Change %,2.5,cio-com
25791,erts,Last trading price,24.19,cio-com
25792,erts,Open price,23.57,cio-com
25793,erts,Change $,0.59,cio-com
25794,erts,Volume,4765904.0,cio-com
25795,erts,Today's high,24.2,cio-com
25796,erts,Today's low,23.4,cio-com
25797,erts,Previous close,23.6,cio-com
25798,erts,52wk High,24.58,cio-com
25799,erts,52wk Low,14.06,cio-com
25800,erts,Shares Outstanding,333227368.0,cio-com
25801,erts,Market cap,8000000000.0,cio-com
25802,erts,Change %,2.5,cnn-money
25803,erts,Last trading price,24194000.0,cnn-money
25804,erts,Open price,23.57,cnn-money
25805,erts,Change $,0.59,cnn-money
25806,erts,Volume,4688955.0,cnn-money
25807,erts,Today's high,24.2,cnn-money
25808,erts,Today's low,23.41,cnn-money
25809,erts,Previous close,23.6,cnn-money
25810,erts,Market cap,8100000000.0,cnn-money
25811,erts,Change %,2.5,easystockalterts
25812,erts,Last trading price,24.19,easystockalterts
25813,erts,Open price,23.57,easystockalterts
25814,erts,Change $,0.59,easystockalterts
25815,erts,Volume,4765904.0,easystockalterts
25816,erts,Today's high,24.2,easystockalterts
25817,erts,Today's low,23.4,easystockalterts
25818,erts,Previous close,23.6,easystockalterts
25819,erts,52wk High,24.79,easystockalterts
25820,erts,52wk Low,14.06,easystockalterts
25821,erts,EPS,0.84,easystockalterts
25822,erts,Change %,2.5,eresearch-fidelity-com
25823,erts,Last trading price,24.19,eresearch-fidelity-com
25824,erts,Open price,23.57,eresearch-fidelity-com
25825,erts,Change $,0.59,eresearch-fidelity-com
25826,erts,Volume,4768735.0,eresearch-fidelity-com
25827,erts,Today's high,24.2,eresearch-fidelity-com
25828,erts,Today's low,23.4,eresearch-fidelity-com
25829,erts,Previous close,23.6,eresearch-fidelity-com
25830,erts,52wk High,24.79,eresearch-fidelity-com
25831,erts,52wk Low,14.06,eresearch-fidelity-com
25832,erts,Shares Outstanding,331346000.0,eresearch-fidelity-com
25833,erts,Market cap,7820000000.0,eresearch-fidelity-com
25834,erts,Change %,2.5,finance-abc7-com
25835,erts,Last trading price,24.19,finance-abc7-com
25836,erts,Open price,23.57,finance-abc7-com
25837,erts,Change $,0.59,finance-abc7-com
25838,erts,Volume,4765904.0,finance-abc7-com
25839,erts,Today's high,24.2,finance-abc7-com
25840,erts,Today's low,23.4,finance-abc7-com
25841,erts,Previous close,23.6,finance-abc7-com
25842,erts,52wk High,24.58,finance-abc7-com
25843,erts,52wk Low,14.06,finance-abc7-com
25844,erts,Shares Outstanding,333227368.0,finance-abc7-com
25845,erts,Change %,2.5,finance-abc7chicago-com
25846,erts,Last trading price,24.19,finance-abc7chicago-com
25847,erts,Open price,23.57,finance-abc7chicago-com
25848,erts,Change $,0.59,finance-abc7chicago-com
25849,erts,Volume,4765904.0,finance-abc7chicago-com
25850,erts,Today's high,24.2,finance-abc7chicago-com
25851,erts,Today's low,23.4,finance-abc7chicago-com
25852,erts,Previous close,23.6,finance-abc7chicago-com
25853,erts,52wk High,24.58,finance-abc7chicago-com
25854,erts,52wk Low,14.06,finance-abc7chicago-com
25855,erts,Shares Outstanding,333227368.0,finance-abc7chicago-com
25856,erts,Change %,2.5,financial-content
25857,erts,Last trading price,24.19,financial-content
25858,erts,Open price,23.57,financial-content
25859,erts,Change $,0.59,financial-content
25860,erts,Volume,4765904.0,financial-content
25861,erts,Today's high,24.2,financial-content
25862,erts,Today's low,23.4,financial-content
25863,erts,Previous close,23.6,financial-content
25864,erts,52wk High,24.58,financial-content
25865,erts,52wk Low,14.06,financial-content
25866,erts,Shares Outstanding,333227368.0,financial-content
25867,erts,Change %,2.5,finapps-forbes-com
25868,erts,Last trading price,24.19,finapps-forbes-com
25869,erts,Open price,23.57,finapps-forbes-com
25870,erts,Change $,0.59,finapps-forbes-com
25871,erts,Volume,4768735.0,finapps-forbes-com
25872,erts,Today's high,24.2,finapps-forbes-com
25873,erts,Today's low,23.4,finapps-forbes-com
25874,erts,Previous close,23.6,finapps-forbes-com
25875,erts,52wk High,24.79,finapps-forbes-com
25876,erts,52wk Low,14.06,finapps-forbes-com
25877,erts,Shares Outstanding,331000000.0,finapps-forbes-com
25878,erts,Market cap,8000000000.0,finapps-forbes-com
25879,erts,EPS,0.84,finapps-forbes-com
25880,erts,Change %,2.5,finviz
25881,erts,Last trading price,24.19,finviz
25882,erts,Volume,4768735.0,finviz
25883,erts,Previous close,23.6,finviz
25884,erts,52wk High,2.42,finviz
25885,erts,52wk Low,72.05,finviz
25886,erts,Shares Outstanding,331350000.0,finviz
25887,erts,Market cap,7820000000.0,finviz
25888,erts,EPS,0.84,finviz
25889,erts,Change %,2.5,fool
25890,erts,Last trading price,24.19,fool
25891,erts,Open price,23.57,fool
25892,erts,Change $,0.59,fool
25893,erts,Volume,4697954.0,fool
25894,erts,Today's high,24.2,fool
25895,erts,Today's low,23.4,fool
25896,erts,Previous close,23.6,fool
25897,erts,52wk High,24.79,fool
25898,erts,52wk Low,14.06,fool
25899,erts,Market cap,8039999999.999999,fool
25900,erts,Last trading price,24.19,foxbusiness
25901,erts,Change $,0.59,foxbusiness
25902,erts,Volume,4898013.0,foxbusiness
25903,erts,Previous close,23.6,foxbusiness
25904,erts,Change %,2.5,google-finance
25905,erts,Last trading price,24.19,google-finance
25906,erts,Open price,23.57,google-finance
25907,erts,Change $,0.59,google-finance
25908,erts,Volume,4770000.0,google-finance
25909,erts,Today's high,24.2,google-finance
25910,erts,Today's low,23.4,google-finance
25911,erts,52wk High,24.79,google-finance
25912,erts,52wk Low,14.06,google-finance
25913,erts,Shares Outstanding,332450000.0,google-finance
25914,erts,Market cap,8039999999.999999,google-finance
25915,erts,EPS,0.84,google-finance
25916,erts,Change %,2.5,howthemarketworks
25917,erts,Last trading price,24.19,howthemarketworks
25918,erts,Open price,23.57,howthemarketworks
25919,erts,Change $,0.59,howthemarketworks
25920,erts,Volume,4765904.0,howthemarketworks
25921,erts,Today's high,24.2,howthemarketworks
25922,erts,Today's low,23.4,howthemarketworks
25923,erts,Previous close,23.6,howthemarketworks
25924,erts,Change %,2.5,hpcwire
25925,erts,Last trading price,24.19,hpcwire
25926,erts,Open price,23.57,hpcwire
25927,erts,Change $,0.59,hpcwire
25928,erts,Volume,4765904.0,hpcwire
25929,erts,Today's high,24.2,hpcwire
25930,erts,Today's low,23.4,hpcwire
25931,erts,Previous close,23.6,hpcwire
25932,erts,52wk High,24.58,hpcwire
25933,erts,52wk Low,14.06,hpcwire
25934,erts,Shares Outstanding,333227368.0,hpcwire
25935,erts,Change %,2.5,insidestocks
25936,erts,Last trading price,24.19,insidestocks
25937,erts,Open price,23.57,insidestocks
25938,erts,Change $,0.59,insidestocks
25939,erts,Volume,4414728.0,insidestocks
25940,erts,Today's high,24.2,insidestocks
25941,erts,Today's low,23.4,insidestocks
25942,erts,Change %,2.46,investopedia
25943,erts,Last trading price,24.18,investopedia
25944,erts,Open price,23.57,investopedia
25945,erts,Change $,0.58,investopedia
25946,erts,Previous close,23.6,investopedia
25947,erts,Change %,2.5,investorguide
25948,erts,Last trading price,24.19,investorguide
25949,erts,Open price,23.42,investorguide
25950,erts,Change $,0.59,investorguide
25951,erts,Today's high,24.2,investorguide
25952,erts,Today's low,23.4,investorguide
25953,erts,52wk High,24.05,investorguide
25954,erts,52wk Low,14.3,investorguide
25955,erts,Market cap,8042000000.0,investorguide
25956,erts,EPS,0.836,investorguide
25957,erts,Change %,2.71,marketintellisearch
25958,erts,Last trading price,24.24,marketintellisearch
25959,erts,Open price,23.57,marketintellisearch
25960,erts,Change $,0.64,marketintellisearch
25961,erts,Volume,4709.8,marketintellisearch
25962,erts,Today's high,24.2,marketintellisearch
25963,erts,Today's low,23.4,marketintellisearch
25964,erts,Previous close,23.6,marketintellisearch
25965,erts,Shares Outstanding,331350000.0,marketintellisearch
25966,erts,Market cap,7820000000.0,marketintellisearch
25967,erts,EPS,0.84,marketintellisearch
25968,erts,Change %,2.5,marketwatch
25969,erts,Last trading price,24.18,marketwatch
25970,erts,Open price,23.57,marketwatch
25971,erts,Change $,0.59,marketwatch
25972,erts,Volume,158889.0,marketwatch
25973,erts,Today's high,24.2,marketwatch
25974,erts,Today's low,23.57,marketwatch
25975,erts,Previous close,23.6,marketwatch
25976,erts,52wk High,24.79,marketwatch
25977,erts,52wk Low,14.32,marketwatch
25978,erts,Market cap,7970000000.0,marketwatch
25979,erts,Change %,2.5,minyanville
25980,erts,Last trading price,24.19,minyanville
25981,erts,Open price,23.57,minyanville
25982,erts,Change $,0.59,minyanville
25983,erts,Volume,4765904.0,minyanville
25984,erts,Today's high,24.2,minyanville
25985,erts,Today's low,23.4,minyanville
25986,erts,Previous close,23.6,minyanville
25987,erts,52wk High,24.58,minyanville
25988,erts,52wk Low,14.06,minyanville
25989,erts,Shares Outstanding,333227368.0,minyanville
25990,erts,Change %,2.5,msn-money
25991,erts,Last trading price,24.19,msn-money
25992,erts,Open price,23.57,msn-money
25993,erts,Change $,0.59,msn-money
25994,erts,Volume,4770000.0,msn-money
25995,erts,Today's high,24.2,msn-money
25996,erts,Today's low,23.4,msn-money
25997,erts,Previous close,23.6,msn-money
25998,erts,52wk High,24.79,msn-money
25999,erts,52wk Low,14.06,msn-money
26000,erts,Shares Outstanding,331350000.0,msn-money
26001,erts,Market cap,7820000000.0,msn-money
26002,erts,EPS,0.84,msn-money
26003,erts,Change %,2.5,nasdaq-com
26004,erts,Last trading price,24.19,nasdaq-com
26005,erts,Open price,23.57,nasdaq-com
26006,erts,Change $,0.59,nasdaq-com
26007,erts,Volume,4768735.0,nasdaq-com
26008,erts,Today's high,24.2,nasdaq-com
26009,erts,Today's low,23.4,nasdaq-com
26010,erts,Previous close,23.6,nasdaq-com
26011,erts,52wk High,24.79,nasdaq-com
26012,erts,52wk Low,14.06,nasdaq-com
26013,erts,Shares Outstanding,332448000.0,nasdaq-com
26014,erts,Market cap,8041917120.0,nasdaq-com
26015,erts,EPS,0.84,nasdaq-com
26016,erts,Change %,2.46,optimum
26017,erts,Last trading price,24184000.0,optimum
26018,erts,Open price,23.57,optimum
26019,erts,Change $,0.58,optimum
26020,erts,Volume,4642332.0,optimum
26021,erts,Today's high,24.2,optimum
26022,erts,Today's low,23.4,optimum
26023,erts,Previous close,23.6,optimum
26024,erts,52wk High,24.79,optimum
26025,erts,52wk Low,14.06,optimum
26026,erts,Shares Outstanding,333230000.0,optimum
26027,erts,Market cap,8100000000.0,optimum
26028,erts,EPS,0.84,optimum
26029,erts,Change %,2.5,paidcontent
26030,erts,Last trading price,24.19,paidcontent
26031,erts,Open price,23.57,paidcontent
26032,erts,Change $,0.59,paidcontent
26033,erts,Volume,4765904.0,paidcontent
26034,erts,Today's high,24.2,paidcontent
26035,erts,Today's low,23.4,paidcontent
26036,erts,Previous close,23.6,paidcontent
26037,erts,52wk High,24.58,paidcontent
26038,erts,52wk Low,14.06,paidcontent
26039,erts,Shares Outstanding,333227368.0,paidcontent
26040,erts,Change %,2.5,pc-quote
26041,erts,Last trading price,24.19,pc-quote
26042,erts,Open price,23.57,pc-quote
26043,erts,Change $,0.59,pc-quote
26044,erts,Volume,4898133.0,pc-quote
26045,erts,Today's high,24.2,pc-quote
26046,erts,Today's low,23.4,pc-quote
26047,erts,Previous close,23.6,pc-quote
26048,erts,52wk High,24.79,pc-quote
26049,erts,52wk Low,14.06,pc-quote
26050,erts,Shares Outstanding,323264390.0,pc-quote
26051,erts,Market cap,7819766000.0,pc-quote
26052,erts,Change %,2.5,personal-wealth-biz
26053,erts,Last trading price,24.19,personal-wealth-biz
26054,erts,Open price,23.42,personal-wealth-biz
26055,erts,Volume,4898013.0,personal-wealth-biz
26056,erts,Today's high,24.2,personal-wealth-biz
26057,erts,Today's low,23.4,personal-wealth-biz
26058,erts,Previous close,23.6,personal-wealth-biz
