Object,Property,Value,Source,TSInitial,C_v
amzn,Change %,2.45,marketwatch,0.8,0.0
amzn,Last trading price,209.52,marketwatch,0.8,0.0
amzn,Open price,205.55,marketwatch,0.8,0.0
amzn,Change $,5.0,marketwatch,0.8,0.0
amzn,Volume,16179.0,marketwatch,0.8,0.0
amzn,Today's high,210.27,marketwatch,0.8,0.0
amzn,Today's low,203.61,marketwatch,0.8,0.0
amzn,Previous close,204.49,marketwatch,0.8,0.0
amzn,52wk High,210.27,marketwatch,0.8,0.0
amzn,52wk Low,105.8,marketwatch,0.8,0.0
amzn,Market cap,92300000000.0,marketwatch,0.8,0.0
amzn,EPS,2.3,marketwatch,0.8,0.0
amzn,Change %,2.445,minyanville,0.8,0.0
amzn,Last trading price,209.49,minyanville,0.8,0.0
amzn,Open price,205.55,minyanville,0.8,0.0
amzn,Change $,5.0,minyanville,0.8,0.0
amzn,Volume,3976982.0,minyanville,0.8,0.0
amzn,Today's high,210.27,minyanville,0.8,0.0
amzn,Today's low,203.61,minyanville,0.8,0.0
amzn,Previous close,204.49,minyanville,0.8,0.0
amzn,52wk High,206.39,minyanville,0.8,0.0
amzn,52wk Low,105.8,minyanville,0.8,0.0
amzn,Shares Outstanding,452043073.0,minyanville,0.8,0.0
amzn,Change %,2.45,msn-money,0.8,0.0
amzn,Last trading price,209.49,msn-money,0.8,0.0
amzn,Open price,205.55,msn-money,0.8,0.0
amzn,Change $,5.0,msn-money,0.8,0.0
amzn,Volume,3980000.0,msn-money,0.8,0.0
amzn,Today's high,210.27,msn-money,0.8,0.0
amzn,Today's low,203.61,msn-money,0.8,0.0
amzn,Previous close,204.49,msn-money,0.8,0.0
amzn,52wk High,206.39,msn-money,0.8,0.0
amzn,52wk Low,105.8,msn-money,0.8,0.0
amzn,Shares Outstanding,452040000.0,msn-money,0.8,0.0
amzn,Market cap,92440000000.0,msn-money,0.8,0.0
amzn,EPS,2.31,msn-money,0.8,0.0
amzn,Change %,2.45,nasdaq-com,0.8,0.0
amzn,Last trading price,209.49,nasdaq-com,0.8,0.0
amzn,Open price,205.55,nasdaq-com,0.8,0.0
amzn,Change $,5.0,nasdaq-com,0.8,0.0
amzn,Volume,3978982.0,nasdaq-com,0.8,0.0
amzn,Today's high,210.27,nasdaq-com,0.8,0.0
amzn,Today's low,203.61,nasdaq-com,0.8,0.0
amzn,Previous close,204.49,nasdaq-com,0.8,0.0
amzn,52wk High,206.39,nasdaq-com,0.8,0.0
amzn,52wk Low,105.8,nasdaq-com,0.8,0.0
amzn,Shares Outstanding,452043000.0,nasdaq-com,0.8,0.0
amzn,Market cap,94698488070.0,nasdaq-com,0.8,0.0
amzn,EPS,2.31,nasdaq-com,0.8,0.0
amzn,Change %,2.34,optimum,0.8,0.0
amzn,Last trading price,209273540.0,optimum,0.8,0.0
amzn,Open price,205.55,optimum,0.8,0.0
amzn,Change $,4.78,optimum,0.8,0.0
amzn,Volume,3740820.0,optimum,0.8,0.0
amzn,Today's high,210.27,optimum,0.8,0.0
amzn,Today's low,203.61,optimum,0.8,0.0
amzn,Previous close,204.49,optimum,0.8,0.0
amzn,52wk High,206.39,optimum,0.8,0.0
amzn,52wk Low,105.8,optimum,0.8,0.0
amzn,Shares Outstanding,452040000.0,optimum,0.8,0.0
amzn,Market cap,94600000000.0,optimum,0.8,0.0
amzn,EPS,2.31,optimum,0.8,0.0
amzn,Change %,2.445,paidcontent,0.8,0.0
amzn,Last trading price,209.49,paidcontent,0.8,0.0
amzn,Open price,205.55,paidcontent,0.8,0.0
amzn,Change $,5.0,paidcontent,0.8,0.0
amzn,Volume,3976982.0,paidcontent,0.8,0.0
amzn,Today's high,210.27,paidcontent,0.8,0.0
amzn,Today's low,203.61,paidcontent,0.8,0.0
amzn,Previous close,204.49,paidcontent,0.8,0.0
amzn,52wk High,206.39,paidcontent,0.8,0.0
amzn,52wk Low,105.8,paidcontent,0.8,0.0
amzn,Shares Outstanding,452043073.0,paidcontent,0.8,0.0
amzn,Change %,2.45,pc-quote,0.8,0.0
amzn,Last trading price,209.49,pc-quote,0.8,0.0
amzn,Open price,205.55,pc-quote,0.8,0.0
amzn,Change $,5.0,pc-quote,0.8,0.0
amzn,Volume,3988572.0,pc-quote,0.8,0.0
amzn,Today's high,210.27,pc-quote,0.8,0.0
amzn,Today's low,203.61,pc-quote,0.8,0.0
amzn,Previous close,204.49,pc-quote,0.8,0.0
amzn,52wk High,206.39,pc-quote,0.8,0.0
amzn,52wk Low,105.8,pc-quote,0.8,0.0
amzn,Shares Outstanding,441253855.0,pc-quote,0.8,0.0
amzn,Market cap,92438270000.0,pc-quote,0.8,0.0
amzn,Change %,2.45,personal-wealth-biz,0.8,0.0
amzn,Last trading price,209.49,personal-wealth-biz,0.8,0.0
amzn,Open price,205.16,personal-wealth-biz,0.8,0.0
amzn,Volume,3979380.0,personal-wealth-biz,0.8,0.0
amzn,Today's high,210.27,personal-wealth-biz,0.8,0.0
amzn,Today's low,203.74,personal-wealth-biz,0.8,0.0
amzn,Previous close,204.49,personal-wealth-biz,0.8,0.0
amzn,52wk High,206.39,personal-wealth-biz,0.8,0.0
amzn,52wk Low,105.8,personal-wealth-biz,0.8,0.0
amzn,EPS,2.309,personal-wealth-biz,0.8,0.0
amzn,Change %,2.45,predictwallstreet,0.8,0.0
amzn,Last trading price,209.49,predictwallstreet,0.8,0.0
amzn,Change $,5.0,predictwallstreet,0.8,0.0
amzn,Volume,3978982.0,predictwallstreet,0.8,0.0
amzn,Change %,2.45,raymond-james,0.8,0.0
amzn,Last trading price,209.49,raymond-james,0.8,0.0
amzn,Open price,205.55,raymond-james,0.8,0.0
amzn,Change $,5.0,raymond-james,0.8,0.0
amzn,Volume,3978982.0,raymond-james,0.8,0.0
amzn,Today's high,210.27,raymond-james,0.8,0.0
amzn,Today's low,203.61,raymond-james,0.8,0.0
amzn,Previous close,209.49,raymond-james,0.8,0.0
amzn,52wk High,206.39,raymond-james,0.8,0.0
amzn,52wk Low,105.8,raymond-james,0.8,0.0
amzn,EPS,2.34,raymond-james,0.8,0.0
amzn,Change %,2.445,renewable-energy-world,0.8,0.0
amzn,Last trading price,209.49,renewable-energy-world,0.8,0.0
amzn,Open price,205.55,renewable-energy-world,0.8,0.0
amzn,Change $,5.0,renewable-energy-world,0.8,0.0
amzn,Volume,3976982.0,renewable-energy-world,0.8,0.0
amzn,Today's high,210.27,renewable-energy-world,0.8,0.0
amzn,Today's low,203.61,renewable-energy-world,0.8,0.0
amzn,Previous close,204.49,renewable-energy-world,0.8,0.0
amzn,52wk High,206.39,renewable-energy-world,0.8,0.0
amzn,52wk Low,105.8,renewable-energy-world,0.8,0.0
amzn,Shares Outstanding,452043073.0,renewable-energy-world,0.8,0.0
amzn,Change %,2.45,screamingmedia,0.8,0.0
amzn,Last trading price,1.0,screamingmedia,0.8,0.0
amzn,Open price,205.55,screamingmedia,0.8,0.0
amzn,Change $,5.0,screamingmedia,0.8,0.0
amzn,Volume,16699.0,screamingmedia,0.8,0.0
amzn,Today's high,210.27,screamingmedia,0.8,0.0
amzn,Today's low,203.61,screamingmedia,0.8,0.0
amzn,Previous close,204.49,screamingmedia,0.8,0.0
amzn,52wk High,210.27,screamingmedia,0.8,0.0
amzn,52wk Low,105.8,screamingmedia,0.8,0.0
amzn,Market cap,92300000000.0,screamingmedia,0.8,0.0
amzn,EPS,2.3,screamingmedia,0.8,0.0
amzn,Change %,2.45,scroli,0.8,0.0
amzn,Last trading price,209490000.0,scroli,0.8,0.0
amzn,Open price,205.55,scroli,0.8,0.0
amzn,Change $,5.0,scroli,0.8,0.0
amzn,Volume,3653563.0,scroli,0.8,0.0
amzn,Today's high,210.27,scroli,0.8,0.0
amzn,Today's low,203.61,scroli,0.8,0.0
amzn,Previous close,204.49,scroli,0.8,0.0
amzn,52wk High,210.27,scroli,0.8,0.0
amzn,52wk Low,105.8,scroli,0.8,0.0
amzn,EPS,2.31,scroli,0.8,0.0
amzn,Change %,2.45,simple-stock-quotes,0.8,0.0
amzn,Last trading price,209.49,simple-stock-quotes,0.8,0.0
amzn,Change $,5.0,simple-stock-quotes,0.8,0.0
amzn,Change %,2.45,smartmoney,0.8,0.0
amzn,Last trading price,209.49,smartmoney,0.8,0.0
amzn,Open price,205.55,smartmoney,0.8,0.0
amzn,Change $,5.0,smartmoney,0.8,0.0
amzn,Volume,3978982.0,smartmoney,0.8,0.0
amzn,Today's high,210.27,smartmoney,0.8,0.0
amzn,Today's low,203.61,smartmoney,0.8,0.0
amzn,Previous close,204.49,smartmoney,0.8,0.0
amzn,52wk High,206.39,smartmoney,0.8,0.0
amzn,52wk Low,105.8,smartmoney,0.8,0.0
amzn,Market cap,92438300.0,smartmoney,0.8,0.0
amzn,Change %,2.445,stocknod,0.8,0.0
amzn,Last trading price,209.49,stocknod,0.8,0.0
amzn,Open price,205.55,stocknod,0.8,0.0
amzn,Change $,5.0,stocknod,0.8,0.0
amzn,Volume,3976982.0,stocknod,0.8,0.0
amzn,Today's high,210.27,stocknod,0.8,0.0
amzn,Today's low,203.61,stocknod,0.8,0.0
amzn,Previous close,204.49,stocknod,0.8,0.0
amzn,52wk High,206.39,stocknod,0.8,0.0
amzn,52wk Low,105.8,stocknod,0.8,0.0
amzn,Shares Outstanding,452043073.0,stocknod,0.8,0.0
amzn,Change %,2.45,stockpickr,0.8,0.0
amzn,Last trading price,20949500245.0,stockpickr,0.8,0.0
amzn,Open price,205.55,stockpickr,0.8,0.0
amzn,Change $,5.0,stockpickr,0.8,0.0
amzn,Volume,3980000.0,stockpickr,0.8,0.0
amzn,Today's high,210.27,stockpickr,0.8,0.0
amzn,Today's low,203.61,stockpickr,0.8,0.0
amzn,Previous close,204.49,stockpickr,0.8,0.0
amzn,52wk High,206.39,stockpickr,0.8,0.0
amzn,52wk Low,105.8,stockpickr,0.8,0.0
amzn,Change %,0.0,stocksmart,0.8,0.0
amzn,Last trading price,192.53,stocksmart,0.8,0.0
amzn,Open price,181.96,stocksmart,0.8,0.0
amzn,Change $,0.0,stocksmart,0.8,0.0
amzn,Volume,332906.0,stocksmart,0.8,0.0
amzn,Today's high,197.26,stocksmart,0.8,0.0
amzn,Today's low,192.05,stocksmart,0.8,0.0
amzn,Change %,2.44,stocktwits,0.8,0.0
amzn,Last trading price,209.49,stocktwits,0.8,0.0
amzn,Change $,5.0,stocktwits,0.8,0.0
amzn,Change %,2.45,streetinsider-com,0.8,0.0
amzn,Last trading price,209.49,streetinsider-com,0.8,0.0
amzn,Open price,205.55,streetinsider-com,0.8,0.0
amzn,Change $,5.0,streetinsider-com,0.8,0.0
amzn,Volume,3865831.0,streetinsider-com,0.8,0.0
amzn,Today's high,210.27,streetinsider-com,0.8,0.0
amzn,Today's low,203.61,streetinsider-com,0.8,0.0
amzn,Previous close,204.49,streetinsider-com,0.8,0.0
amzn,52wk High,206.39,streetinsider-com,0.8,0.0
amzn,52wk Low,105.8,streetinsider-com,0.8,0.0
amzn,EPS,2.31,streetinsider-com,0.8,0.0
amzn,Last trading price,209.49,thecramerreport,0.8,0.0
amzn,Open price,205.16,thecramerreport,0.8,0.0
amzn,Change $,5.0,thecramerreport,0.8,0.0
amzn,Volume,3978982.0,thecramerreport,0.8,0.0
amzn,Today's high,210.27,thecramerreport,0.8,0.0
amzn,Today's low,203.74,thecramerreport,0.8,0.0
amzn,Change %,2.45,thestree,0.8,0.0
amzn,Last trading price,209.49,thestree,0.8,0.0
amzn,Open price,205.55,thestree,0.8,0.0
amzn,Change $,5.0,thestree,0.8,0.0
amzn,Volume,3978362.0,thestree,0.8,0.0
amzn,Today's high,210.27,thestree,0.8,0.0
amzn,Today's low,203.61,thestree,0.8,0.0
amzn,Previous close,204.49,thestree,0.8,0.0
amzn,52wk High,206.39,thestree,0.8,0.0
amzn,52wk Low,105.8,thestree,0.8,0.0
amzn,Shares Outstanding,4.520430738,thestree,0.8,0.0
amzn,Market cap,9.22981546451,thestree,0.8,0.0
amzn,Change %,2.45,tickerspy,0.8,0.0
amzn,Last trading price,209.49,tickerspy,0.8,0.0
amzn,Open price,205.55,tickerspy,0.8,0.0
amzn,Change $,5.0,tickerspy,0.8,0.0
amzn,Volume,3978662.0,tickerspy,0.8,0.0
amzn,Today's high,210.27,tickerspy,0.8,0.0
amzn,Today's low,203.61,tickerspy,0.8,0.0
amzn,Previous close,204.49,tickerspy,0.8,0.0
amzn,52wk High,206.39,tickerspy,0.8,0.0
amzn,52wk Low,105.8,tickerspy,0.8,0.0
amzn,Market cap,92400000000.0,tickerspy,0.8,0.0
amzn,Change %,2.45,tmx-quotemedia,0.8,0.0
amzn,Last trading price,209.49,tmx-quotemedia,0.8,0.0
amzn,Open price,205.55,tmx-quotemedia,0.8,0.0
amzn,Change $,5.0,tmx-quotemedia,0.8,0.0
amzn,Volume,3962869.0,tmx-quotemedia,0.8,0.0
amzn,Today's high,210.27,tmx-quotemedia,0.8,0.0
amzn,Today's low,203.61,tmx-quotemedia,0.8,0.0
amzn,Previous close,204.49,tmx-quotemedia,0.8,0.0
amzn,52wk High,206.39,tmx-quotemedia,0.8,0.0
amzn,52wk Low,105.8,tmx-quotemedia,0.8,0.0
amzn,Shares Outstanding,452043073.0,tmx-quotemedia,0.8,0.0
amzn,Market cap,94698503363.0,tmx-quotemedia,0.8,0.0
amzn,EPS,2.31,tmx-quotemedia,0.8,0.0
amzn,Change %,2.45,updown,0.8,0.0
amzn,Last trading price,209.49,updown,0.8,0.0
amzn,Open price,205.55,updown,0.8,0.0
amzn,Change $,5.0,updown,0.8,0.0
amzn,Volume,3977853.0,updown,0.8,0.0
amzn,Today's high,210.27,updown,0.8,0.0
amzn,Today's low,203.61,updown,0.8,0.0
amzn,Previous close,204.49,updown,0.8,0.0
amzn,52wk High,206.39,updown,0.8,0.0
amzn,52wk Low,105.8,updown,0.8,0.0
amzn,Shares Outstanding,452040000000.0,updown,0.8,0.0
amzn,Market cap,92430000000.0,updown,0.8,0.0
amzn,EPS,2.35,updown,0.8,0.0
amzn,Change %,2.45,wallstreetsurvivor,0.8,0.0
amzn,Last trading price,209.49,wallstreetsurvivor,0.8,0.0
amzn,Open price,205.55,wallstreetsurvivor,0.8,0.0
amzn,Change $,5.0,wallstreetsurvivor,0.8,0.0
amzn,Volume,3976362.0,wallstreetsurvivor,0.8,0.0
amzn,Today's high,210.27,wallstreetsurvivor,0.8,0.0
amzn,Today's low,203.61,wallstreetsurvivor,0.8,0.0
amzn,52wk High,206.39,wallstreetsurvivor,0.8,0.0
amzn,52wk Low,105.8,wallstreetsurvivor,0.8,0.0
amzn,Market cap,92000000000.0,wallstreetsurvivor,0.8,0.0
amzn,EPS,2.53,wallstreetsurvivor,0.8,0.0
amzn,Change %,2.45,yahoo-finance,0.8,0.0
amzn,Last trading price,209.49,yahoo-finance,0.8,0.0
amzn,Open price,205.16,yahoo-finance,0.8,0.0
amzn,Change $,5.0,yahoo-finance,0.8,0.0
amzn,Volume,3978982.0,yahoo-finance,0.8,0.0
amzn,Today's high,210.27,yahoo-finance,0.8,0.0
amzn,Today's low,203.74,yahoo-finance,0.8,0.0
amzn,Previous close,204.49,yahoo-finance,0.8,0.0
amzn,52wk High,210.27,yahoo-finance,0.8,0.0
amzn,52wk Low,105.8,yahoo-finance,0.8,0.0
amzn,Market cap,94700000000.0,yahoo-finance,0.8,0.0
amzn,EPS,2.31,yahoo-finance,0.8,0.0
amzn,Change %,2.45,ycharts-com,0.8,0.0
amzn,Last trading price,209.49,ycharts-com,0.8,0.0
amzn,Change $,5.0,ycharts-com,0.8,0.0
amzn,52wk High,206.39,ycharts-com,0.8,0.0
amzn,52wk Low,105.8,ycharts-com,0.8,0.0
amzn,Market cap,94480000000.0,ycharts-com,0.8,0.0
amzn,EPS,2.31,ycharts-com,0.8,0.0
amzn,Change %,2.45,zacks,0.8,0.0
amzn,Last trading price,209.49,zacks,0.8,0.0
amzn,Change $,5.0,zacks,0.8,0.0
amzn,Volume,0.3978982,zacks,0.8,0.0
amzn,Today's high,210.27,zacks,0.8,0.0
amzn,Today's low,203.61,zacks,0.8,0.0
amzn,52wk High,210.27,zacks,0.8,0.0
amzn,52wk Low,105.8,zacks,0.8,0.0
amzn,Market cap,92440000000.0,zacks,0.8,0.0
amzn,EPS,2.31,zacks,0.8,0.0
dell,Change %,1.86,advfn,0.8,0.0
dell,Last trading price,16.98,advfn,0.8,0.0
dell,Open price,16.7,advfn,0.8,0.0
dell,Change $,0.31,advfn,0.8,0.0
dell,Volume,13650135.0,advfn,0.8,0.0
dell,Today's high,17.0,advfn,0.8,0.0
dell,Today's low,16.6,advfn,0.8,0.0
dell,Change %,1.86,barchart,0.8,0.0
dell,Last trading price,16.98,barchart,0.8,0.0
dell,Open price,16.7,barchart,0.8,0.0
dell,Change $,0.31,barchart,0.8,0.0
dell,Volume,11652974.0,barchart,0.8,0.0
dell,Today's high,17.0,barchart,0.8,0.0
dell,Today's low,16.6,barchart,0.8,0.0
dell,Previous close,16.67,barchart,0.8,0.0
dell,52wk High,17.0,barchart,0.8,0.0
dell,52wk Low,11.34,barchart,0.8,0.0
dell,Market cap,32380000000.000004,barchart,0.8,0.0
dell,EPS,1.67,barchart,0.8,0.0
dell,Change %,1.86,barrons,0.8,0.0
dell,Last trading price,16.98,barrons,0.8,0.0
dell,Open price,16.7,barrons,0.8,0.0
dell,Change $,0.31,barrons,0.8,0.0
dell,Volume,13631000.0,barrons,0.8,0.0
dell,Today's high,17.0,barrons,0.8,0.0
dell,Today's low,16.6,barrons,0.8,0.0
dell,Shares Outstanding,1960000000.0,barrons,0.8,0.0
dell,Market cap,30970000000.0,barrons,0.8,0.0
dell,Change %,1.86,bloomberg,0.8,0.0
dell,Last trading price,16.98,bloomberg,0.8,0.0
dell,Open price,16.7,bloomberg,0.8,0.0
dell,Change $,0.31,bloomberg,0.8,0.0
dell,Volume,13650035.0,bloomberg,0.8,0.0
dell,Today's high,17.0,bloomberg,0.8,0.0
dell,Today's low,16.6,bloomberg,0.8,0.0
dell,52wk High,17.0,bloomberg,0.8,0.0
dell,52wk Low,11.34,bloomberg,0.8,0.0
dell,Shares Outstanding,1885934000.0,bloomberg,0.8,0.0
dell,Market cap,32023170000.0,bloomberg,0.8,0.0
dell,EPS,1.72,bloomberg,0.8,0.0
dell,Change %,1.86,boston-com,0.8,0.0
dell,Last trading price,16.98,boston-com,0.8,0.0
dell,Open price,16.7,boston-com,0.8,0.0
dell,Change $,0.31,boston-com,0.8,0.0
dell,Volume,13642420.0,boston-com,0.8,0.0
dell,Today's high,17.0,boston-com,0.8,0.0
dell,Today's low,16.6,boston-com,0.8,0.0
dell,Previous close,16.67,boston-com,0.8,0.0
dell,52wk High,16.96,boston-com,0.8,0.0
dell,52wk Low,11.34,boston-com,0.8,0.0
dell,Shares Outstanding,1887169853.0,boston-com,0.8,0.0
dell,Change %,1.86,bostonmerchant,0.8,0.0
dell,Last trading price,16.98,bostonmerchant,0.8,0.0
dell,Open price,16.7,bostonmerchant,0.8,0.0
dell,Change $,0.31,bostonmerchant,0.8,0.0
dell,Volume,13642420.0,bostonmerchant,0.8,0.0
dell,Today's high,17.0,bostonmerchant,0.8,0.0
dell,Today's low,16.6,bostonmerchant,0.8,0.0
dell,Previous close,16.67,bostonmerchant,0.8,0.0
dell,52wk High,16.96,bostonmerchant,0.8,0.0
dell,52wk Low,11.34,bostonmerchant,0.8,0.0
dell,Shares Outstanding,1887169853.0,bostonmerchant,0.8,0.0
dell,Change %,1.86,business-insider,0.8,0.0
dell,Last trading price,16.98,business-insider,0.8,0.0
dell,Open price,16.7,business-insider,0.8,0.0
dell,Change $,0.31,business-insider,0.8,0.0
dell,Volume,13642420.0,business-insider,0.8,0.0
dell,Today's high,17.0,business-insider,0.8,0.0
dell,Today's low,16.6,business-insider,0.8,0.0
dell,Previous close,16.67,business-insider,0.8,0.0
dell,52wk High,16.96,business-insider,0.8,0.0
dell,52wk Low,11.34,business-insider,0.8,0.0
dell,Shares Outstanding,1887169853.0,business-insider,0.8,0.0
dell,Change %,1.86,chron,0.8,0.0
dell,Last trading price,16.98,chron,0.8,0.0
dell,Open price,16.7,chron,0.8,0.0
dell,Change $,0.31,chron,0.8,0.0
dell,Volume,13641530.0,chron,0.8,0.0
dell,Today's high,17.0,chron,0.8,0.0
dell,Today's low,16.6,chron,0.8,0.0
dell,Previous close,16.67,chron,0.8,0.0
dell,52wk High,16.96,chron,0.8,0.0
dell,52wk Low,11.34,chron,0.8,0.0
dell,Shares Outstanding,1887169853.0,chron,0.8,0.0
dell,Change %,1.86,cio-com,0.8,0.0
dell,Last trading price,16.98,cio-com,0.8,0.0
dell,Open price,16.7,cio-com,0.8,0.0
dell,Change $,0.31,cio-com,0.8,0.0
dell,Volume,13641530.0,cio-com,0.8,0.0
dell,Today's high,17.0,cio-com,0.8,0.0
dell,Today's low,16.6,cio-com,0.8,0.0
dell,Previous close,16.67,cio-com,0.8,0.0
dell,52wk High,16.96,cio-com,0.8,0.0
dell,52wk Low,11.34,cio-com,0.8,0.0
dell,Shares Outstanding,1887169853.0,cio-com,0.8,0.0
dell,Market cap,32000000000.0,cio-com,0.8,0.0
dell,Change %,1.86,cnn-money,0.8,0.0
dell,Last trading price,16.98,cnn-money,0.8,0.0
dell,Open price,16.7,cnn-money,0.8,0.0
dell,Change $,0.31,cnn-money,0.8,0.0
dell,Volume,13649145.0,cnn-money,0.8,0.0
dell,Today's high,17.0,cnn-money,0.8,0.0
dell,Today's low,16.6,cnn-money,0.8,0.0
dell,Previous close,16.67,cnn-money,0.8,0.0
dell,Market cap,32000000000.0,cnn-money,0.8,0.0
dell,Change %,1.86,easystockalterts,0.8,0.0
dell,Last trading price,16.98,easystockalterts,0.8,0.0
dell,Open price,16.7,easystockalterts,0.8,0.0
dell,Change $,0.31,easystockalterts,0.8,0.0
dell,Volume,12884099.0,easystockalterts,0.8,0.0
dell,Today's high,17.0,easystockalterts,0.8,0.0
dell,Today's low,16.6,easystockalterts,0.8,0.0
dell,Previous close,16.67,easystockalterts,0.8,0.0
dell,52wk High,16.96,easystockalterts,0.8,0.0
dell,52wk Low,11.34,easystockalterts,0.8,0.0
dell,EPS,1.67,easystockalterts,0.8,0.0
dell,Change %,1.86,eresearch-fidelity-com,0.8,0.0
dell,Last trading price,16.98,eresearch-fidelity-com,0.8,0.0
dell,Open price,16.7,eresearch-fidelity-com,0.8,0.0
dell,Change $,0.31,eresearch-fidelity-com,0.8,0.0
dell,Volume,13632889.0,eresearch-fidelity-com,0.8,0.0
dell,Today's high,17.0,eresearch-fidelity-com,0.8,0.0
dell,Today's low,16.6,eresearch-fidelity-com,0.8,0.0
dell,Previous close,16.67,eresearch-fidelity-com,0.8,0.0
dell,52wk High,16.96,eresearch-fidelity-com,0.8,0.0
dell,52wk Low,11.34,eresearch-fidelity-com,0.8,0.0
dell,Shares Outstanding,1885934000.0,eresearch-fidelity-com,0.8,0.0
dell,Market cap,31440000000.0,eresearch-fidelity-com,0.8,0.0
dell,Change %,1.86,finance-abc7-com,0.8,0.0
dell,Last trading price,16.98,finance-abc7-com,0.8,0.0
dell,Open price,16.7,finance-abc7-com,0.8,0.0
dell,Change $,0.31,finance-abc7-com,0.8,0.0
dell,Volume,13641530.0,finance-abc7-com,0.8,0.0
dell,Today's high,17.0,finance-abc7-com,0.8,0.0
dell,Today's low,16.6,finance-abc7-com,0.8,0.0
dell,Previous close,16.67,finance-abc7-com,0.8,0.0
dell,52wk High,16.96,finance-abc7-com,0.8,0.0
dell,52wk Low,11.34,finance-abc7-com,0.8,0.0
dell,Shares Outstanding,1887169853.0,finance-abc7-com,0.8,0.0
dell,Change %,1.86,finance-abc7chicago-com,0.8,0.0
dell,Last trading price,16.98,finance-abc7chicago-com,0.8,0.0
dell,Open price,16.7,finance-abc7chicago-com,0.8,0.0
dell,Change $,0.31,finance-abc7chicago-com,0.8,0.0
dell,Volume,13641530.0,finance-abc7chicago-com,0.8,0.0
dell,Today's high,17.0,finance-abc7chicago-com,0.8,0.0
dell,Today's low,16.6,finance-abc7chicago-com,0.8,0.0
dell,Previous close,16.67,finance-abc7chicago-com,0.8,0.0
dell,52wk High,16.96,finance-abc7chicago-com,0.8,0.0
dell,52wk Low,11.34,finance-abc7chicago-com,0.8,0.0
dell,Shares Outstanding,1887169853.0,finance-abc7chicago-com,0.8,0.0
dell,Change %,1.86,financial-content,0.8,0.0
dell,Last trading price,16.98,financial-content,0.8,0.0
dell,Open price,16.7,financial-content,0.8,0.0
dell,Change $,0.31,financial-content,0.8,0.0
dell,Volume,13641530.0,financial-content,0.8,0.0
dell,Today's high,17.0,financial-content,0.8,0.0
dell,Today's low,16.6,financial-content,0.8,0.0
dell,Previous close,16.67,financial-content,0.8,0.0
dell,52wk High,16.96,financial-content,0.8,0.0
dell,52wk Low,11.34,financial-content,0.8,0.0
dell,Shares Outstanding,1887169853.0,financial-content,0.8,0.0
dell,Change %,1.9,finapps-forbes-com,0.8,0.0
dell,Last trading price,16.98,finapps-forbes-com,0.8,0.0
dell,Open price,16.7,finapps-forbes-com,0.8,0.0
dell,Change $,0.31,finapps-forbes-com,0.8,0.0
dell,Volume,13649145.0,finapps-forbes-com,0.8,0.0
dell,Today's high,17.0,finapps-forbes-com,0.8,0.0
dell,Today's low,16.6,finapps-forbes-com,0.8,0.0
dell,Previous close,16.67,finapps-forbes-com,0.8,0.0
dell,52wk High,16.96,finapps-forbes-com,0.8,0.0
dell,52wk Low,11.34,finapps-forbes-com,0.8,0.0
dell,Shares Outstanding,1890000000.0,finapps-forbes-com,0.8,0.0
dell,Market cap,32000000000.0,finapps-forbes-com,0.8,0.0
dell,EPS,1.67,finapps-forbes-com,0.8,0.0
dell,Change %,1.86,finviz,0.8,0.0
dell,Last trading price,16.98,finviz,0.8,0.0
dell,Volume,13632889.0,finviz,0.8,0.0
dell,Previous close,16.67,finviz,0.8,0.0
dell,52wk High,0.12,finviz,0.8,0.0
dell,52wk Low,49.74,finviz,0.8,0.0
dell,Shares Outstanding,1890000000.0,finviz,0.8,0.0
dell,Market cap,31440000000.0,finviz,0.8,0.0
dell,EPS,1.67,finviz,0.8,0.0
dell,Change %,1.86,fool,0.8,0.0
dell,Last trading price,16.98,fool,0.8,0.0
dell,Open price,16.7,fool,0.8,0.0
dell,Change $,0.31,fool,0.8,0.0
dell,Volume,13632889.0,fool,0.8,0.0
dell,Today's high,17.0,fool,0.8,0.0
dell,Today's low,16.6,fool,0.8,0.0
dell,Previous close,16.67,fool,0.8,0.0
dell,52wk High,16.96,fool,0.8,0.0
dell,52wk Low,11.34,fool,0.8,0.0
dell,Market cap,32040000000.0,fool,0.8,0.0
dell,Last trading price,16.98,foxbusiness,0.8,0.0
dell,Change $,0.31,foxbusiness,0.8,0.0
dell,Volume,13704364.0,foxbusiness,0.8,0.0
dell,Previous close,16.67,foxbusiness,0.8,0.0
dell,Change %,1.86,google-finance,0.8,0.0
dell,Last trading price,16.98,google-finance,0.8,0.0
dell,Open price,16.7,google-finance,0.8,0.0
dell,Change $,0.31,google-finance,0.8,0.0
dell,Volume,13650000.0,google-finance,0.8,0.0
dell,Today's high,17.0,google-finance,0.8,0.0
dell,Today's low,16.6,google-finance,0.8,0.0
dell,52wk High,17.0,google-finance,0.8,0.0
dell,52wk Low,11.34,google-finance,0.8,0.0
dell,Shares Outstanding,1890000000.0,google-finance,0.8,0.0
dell,Market cap,32020000000.000004,google-finance,0.8,0.0
dell,EPS,1.67,google-finance,0.8,0.0
dell,Change %,1.86,howthemarketworks,0.8,0.0
dell,Last trading price,16.98,howthemarketworks,0.8,0.0
dell,Open price,16.7,howthemarketworks,0.8,0.0
dell,Change $,0.31,howthemarketworks,0.8,0.0
